Segment,Country,Product,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Sales,COGS,Profit,Date,Month Number,Month Name,Year
Government,Canada, VTT , Low ,3378.0,213.70472678436704,292.38141352817075,987664.4148981608,45449.880549161,942214.5343489998,721894.5670775919,220319.96727140795,01/05/2013,5,May,2013
Small Business,Mexico, VTT , Low ,3233.0,27.64230065234242,8.13650301537531,26305.314248708375,4340.152905528651,21965.161343179723,89367.55800902305,-67402.39666584332,01/10/2013,10,October,2013
Government,Mexico, VTT , Low ,3312.0,129.95954094848747,26.74944742308618,88594.16986526143,35524.362950280134,53069.806914981295,430425.9996213905,-377356.1927064092,01/09/2014,9,September,2014
Enterprise,Canada, Carretera , Low ,3458.0,26.6798661101854,349.1663154502557,1207417.1188269842,6852.1936390902865,1200564.925187894,92258.97700902111,1108305.9481788727,01/07/2014,7,July,2014
Channel Partners,Canada, Carretera , Low ,2949.0,306.5944536201899,45.281405979612735,133534.86623387795,6127.736766660503,127407.12946721746,904147.0437259399,-776739.9142587224,01/07/2014,7,July,2014
Government,Canada, Carretera , Low ,3277.0,27.175057569953523,35.14205707165722,115160.52102382071,4424.690435090722,110735.83058872998,89052.6636567377,21683.16693199228,01/04/2014,4,April,2014
Channel Partners,Mexico, Montana , Low ,74.0,20.325064988294645,133.87212406285977,9906.537180651623,5995.087543485395,3911.449637166228,1504.0548091338037,2407.3948280324244,01/01/2014,1,January,2014
Enterprise,Mexico, Montana , Low ,3430.0,12.562460282701903,141.652774794337,485869.0175445759,4087.8947382483752,481781.12280632753,43089.23876966753,438691.88403666,01/09/2013,9,September,2013
Midmarket,Canada, Paseo , Low ,1038.0,118.48838194707137,134.58723203648594,139701.54685387242,9130.68519770163,130570.86165617079,122990.94046106009,7579.921195110699,01/02/2013,2,February,2013
Enterprise,Mexico, Paseo , Low ,1788.0,144.72558151828812,398.70934401669484,712892.3071018504,45690.86351121638,667201.443590634,258769.33975469918,408432.1038359349,01/12/2014,12,December,2014
Channel Partners,Canada, Paseo , Low ,2041.0,127.4955872364286,48.97649706070916,99961.03050090739,54703.35172109607,45257.67877981132,260218.4935495508,-214960.81476973946,01/09/2014,9,September,2014
Enterprise,Mexico, Paseo , Low ,3884.0,151.01526782642227,112.61424792364518,437393.73893543787,33749.540822794756,403644.1981126431,586543.3002378241,-182899.102125181,01/02/2014,2,February,2014
Small Business,Canada, Paseo , Low ,2111.0,35.85488982825393,2.6664442013048113,5628.863708954456,6411.464640185503,-782.6009312310471,75689.67242744405,-76472.2733586751,01/08/2014,8,August,2014
Government,Canada, Paseo , Low ,3542.0,151.89937727411896,337.4292325953265,1195174.3418526463,8940.87071032203,1186233.4711423244,538027.5943049294,648205.876837395,01/08/2013,8,August,2013
Enterprise,Canada, Paseo , Low ,934.0,11.408125402331683,178.28952055197308,166522.41219554286,17530.39378066141,148992.01841488146,10655.189125777792,138336.82928910365,01/09/2013,9,September,2013
Channel Partners,Mexico, Paseo , Low ,1986.0,309.51399359176185,27.082410431863423,53785.66711768076,53194.250651364724,591.4164663160336,614694.7912732391,-614103.3748069231,01/02/2014,2,February,2014
Enterprise,Mexico, Velo , Low ,2035.0,154.56158767138362,338.64766460451244,689147.9974701828,8432.690295041559,680715.3071751413,314532.8309112657,366182.4762638756,01/02/2014,2,February,2014
Government,Mexico, Velo , Low ,4008.0,8.289873872940744,36.88236268945154,147824.50965932177,6845.3955577919105,140979.11410152988,33225.8144827465,107753.29961878338,01/11/2013,11,November,2013
Channel Partners,Mexico, Velo , Low ,2054.0,131.18905717100077,52.27193659626316,107366.55776872452,6187.574304640673,101178.98346408385,269462.3234292356,-168283.33996515174,01/07/2014,7,July,2014
Enterprise,Mexico, VTT , Low ,2362.0,319.1091337706905,5.563717470842059,13141.500666128944,127730.00995379809,-114588.50928766915,753735.773966371,-868324.2832540402,01/03/2013,3,March,2013
Enterprise,Canada, VTT , Low ,1231.0,25.807231341971715,410.06023788142903,504784.15283203917,129948.83193871175,374835.3208933274,31768.701781967182,343066.6191113602,01/10/2014,10,October,2014
Government,Mexico, VTT , Low ,819.0,285.56061264474573,403.15605411227324,330184.8083179518,30517.468524028944,299667.33979392285,233874.14175604677,65793.19803787608,01/06/2013,6,June,2013
Small Business,Mexico, Amarilla , Low ,939.0,144.06399663668327,121.42345102535815,114016.6205128113,6891.137953802968,107125.48255900833,135276.0928418456,-28150.610282837253,01/05/2013,5,May,2013
Small Business,Canada, Amarilla , Low ,598.0,130.82039838479258,39.88109922365667,23848.89733574669,3204.855215065111,20644.042120681577,78230.59823410597,-57586.55611342439,01/04/2013,4,April,2013
Channel Partners,Canada, Carretera , Low ,1341.0,138.40907220215544,23.60325620923509,31651.96657658426,31194.53936915109,457.4272074331675,185606.56582309044,-185149.13861565728,01/11/2014,11,November,2014
Enterprise,Canada, Paseo , Low ,1581.0,12.118805269684966,2.504527344198973,3959.657731178576,5764.242939263307,-1804.5852080847308,19159.83113137193,-20964.416339456664,01/07/2013,7,July,2013
Enterprise,Canada, Paseo , Low ,1016.0,140.11606532711914,9.374348566159375,9524.338143217925,93682.28119048377,-84157.94304726584,142357.92237235306,-226515.8654196189,01/08/2014,8,August,2014
Enterprise,Canada, Velo , Low ,1378.0,279.63945884735,23.326932544953593,32144.51304694605,17062.685843110994,15081.827203835055,385343.1742916483,-370261.34708781325,01/04/2013,4,April,2013
Channel Partners,Mexico, VTT , Low ,3136.0,296.95049692123257,411.5597386121593,1290651.3402877317,5232.503862273539,1285418.836425458,931236.7583449853,354182.07808047277,01/05/2014,5,May,2014
Small Business,Canada, VTT , Low ,1285.0,315.77861451771474,154.6443200289867,198717.9512372479,1280.0853629061285,197437.86587434178,405775.51965526346,-208337.65378092168,01/10/2013,10,October,2013
Government,Mexico, VTT , Low ,1284.0,291.403418100493,17.18824314221772,22069.70419460755,98354.3243590605,-76284.62016445295,374161.988841033,-450446.60900548595,01/02/2014,2,February,2014
Government,Canada, Carretera , Low ,1623.0,142.21094123847016,31.20287135017375,50642.260201332,50094.52027144006,547.7399298919408,230808.35763003706,-230260.6177001451,01/01/2014,1,January,2014
Government,Mexico, Paseo , Low ,1839.0,131.28751291173137,46.7282361238856,85933.22623182563,24920.039851345027,61013.1863804806,241437.736244674,-180424.5498641934,01/01/2014,1,January,2014
Government,Canada, Velo , Low ,1206.0,308.7706399413934,25.82790856803869,31148.45773305466,2502.8182163618067,28645.639516692852,372377.3917693205,-343731.75225262763,01/06/2014,6,June,2014
Midmarket,Mexico, Montana , Low ,1340.0,270.1291912387468,358.8403376350997,480846.0524310336,158711.12634729673,322134.9260837368,361973.1162599207,-39838.19017618388,01/12/2014,12,December,2014
Midmarket,Mexico, Paseo , Low ,4185.0,39.08567629051545,374.8817023199225,1568879.9242088757,6354.000330124288,1562525.9238787515,163573.55527580716,1398952.3686029443,01/11/2013,11,November,2013
Government,Canada, Carretera , Low ,3991.0,19.43249660179649,132.02741029136007,526921.394472818,126802.54715288006,400118.84731993795,77555.0939377698,322563.7533821681,01/05/2014,5,May,2014
Midmarket,Canada, Montana , Low ,3562.0,146.52988126078375,137.4129662922261,489464.9859329093,30845.977846794198,458619.0080861151,521939.4370509117,-63320.42896479659,01/05/2014,5,May,2014
Government,Canada, Montana , Low ,2604.0,33.66822169545526,120.29761268771017,313254.9834387973,57145.11068548695,256109.87275331034,87672.04929496549,168437.82345834485,01/06/2013,6,June,2013
Enterprise,Mexico, Montana , Low ,2245.0,10.648040614326012,60.384862285524314,135564.0158310021,3621.9729201898126,131942.04291081228,23904.8511791619,108037.19173165038,01/11/2013,11,November,2013
Government,Canada, Paseo , Low ,1468.0,125.9642675871408,1.4722229547899381,2161.223297631629,44389.37824315304,-42228.15494552141,184915.5448179227,-227143.6997634441,01/09/2014,9,September,2014
Midmarket,Canada, Paseo , Low ,1992.0,300.77902531503463,53.82346609865719,107216.34446852513,35100.05621266295,72116.28825586218,599151.818427549,-527035.5301716868,01/12/2014,12,December,2014
Government,Canada, Paseo , Low ,2856.0,176.02268954439745,24.543623166505085,70096.58776353853,10504.633101897769,59591.95466164076,502720.8013387991,-443128.8466771584,01/02/2014,2,February,2014
Midmarket,Mexico, Paseo , Low ,2370.0,230.15010024667242,374.4567442415673,887462.4838525145,10778.985631489482,876683.4982210251,545455.7375846136,331227.7606364115,01/05/2013,5,May,2013
Enterprise,Mexico, Paseo , Low ,1885.0,25.032205915831064,36.51508749656851,68830.93993103165,52738.988271982074,16091.951659049577,47185.708151341554,-31093.756492291977,01/10/2014,10,October,2014
Government,Canada, Velo , Low ,1861.0,144.1274517466519,84.8490294594462,157904.0438240294,3954.4042704769554,153949.63955355244,268221.18770051916,-114271.54814696673,01/08/2014,8,August,2014
Midmarket,Mexico, VTT , Low ,2336.0,165.06587483139015,34.28300702701137,80085.10441509857,9669.793448134442,70415.31096696413,385593.8836061274,-315178.5726391633,01/06/2013,6,June,2013
Government,Mexico, Amarilla , Low ,1610.0,295.87355935388626,30.255283570296243,48711.00654817695,142603.55587416422,-93892.54932598726,476356.4305597569,-570248.9798857442,01/04/2013,4,April,2013
Enterprise,Mexico, Amarilla , Low ,1498.0,23.010354005857266,342.34847389632665,512838.0138966973,43160.43486211171,469677.5790345856,34469.510300774185,435208.06873381144,01/11/2013,11,November,2013
Government,Canada, Amarilla , Low ,3500.0,223.3809276247312,136.93779927910396,479282.29747686384,34274.264466188826,445008.033010675,781833.2466865593,-336825.2136758843,01/10/2014,10,October,2014
Government,Canada, Paseo , Medium ,2265.0,230.41309577938486,124.29576680850384,281529.9118212612,5727.887507253114,275802.02431400813,521885.6619403067,-246083.6376262986,01/11/2013,11,November,2013
Government,Mexico, Paseo , Medium ,3111.0,172.2886512035647,37.04323542202118,115241.5053979079,5860.41779561892,109381.08760228897,535989.9938942898,-426608.90629200084,01/11/2014,11,November,2014
Channel Partners,Canada, Paseo , Medium ,3559.0,22.40531561486069,422.23710585719033,1502741.8597457404,4961.213733138018,1497780.6460126024,79740.5182732892,1418040.127739313,01/08/2013,8,August,2013
Channel Partners,Canada, Velo , Medium ,3192.0,148.6773493185316,38.27089518406043,122160.69742752089,2595.6382694946083,119565.05915802628,474578.0990247529,-355013.0398667266,01/11/2014,11,November,2014
Government,Mexico, VTT , Medium ,3740.0,280.4288276836041,19.101194517057237,71438.46749379407,5574.6099299979,65863.85756379618,1048803.8155366792,-982939.957972883,01/03/2014,3,March,2014
Government,Mexico, Amarilla , Medium ,2277.0,135.38810027289952,10.768924563357325,24520.84123076463,5137.275016125252,19383.566214639377,308278.70432139223,-288895.1381067528,01/12/2013,12,December,2013
Channel Partners,Mexico, Amarilla , Medium ,1268.0,129.50139241984,344.5087406833553,436837.08318649454,11647.43940661526,425189.64377987926,164207.7655883571,260981.87819152215,01/08/2014,8,August,2014
Midmarket,Mexico, Carretera , Medium ,1335.0,294.49574279116456,159.79597767998305,213327.63020277736,3258.0104452142937,210069.61975756308,393151.8166262047,-183082.19686864162,01/11/2014,11,November,2014
Government,Mexico, Montana , Medium ,2264.0,261.7525299618441,28.78927841595318,65178.926333718,4339.853688788581,60839.07264492942,592607.727833615,-531768.6551886856,01/08/2013,8,August,2013
Small Business,Mexico, Montana , Medium ,2146.0,274.43787484983466,163.16340700092948,350148.67142399465,11570.381953788241,338578.2894702064,588943.6794277452,-250365.38995753875,01/07/2014,7,July,2014
Small Business,Mexico, Paseo , Medium ,1893.0,33.0823276214976,15.077055881838582,28540.866784320435,4786.0239552189505,23754.842829101486,62624.84618749495,-38870.003358393464,01/10/2014,10,October,2014
Government,Canada, Paseo , Medium ,2980.0,151.37244044732392,326.8199516454177,973923.4559033447,9063.497283446552,964859.9586198981,451089.8725330253,513770.0860868728,01/05/2014,5,May,2014
Government,Canada, Paseo , Medium ,3221.0,169.20829169566264,305.95174892189664,985470.5832774291,4201.41203281042,981269.1712446187,545019.9075517294,436249.26369288936,01/10/2014,10,October,2014
Government,Canada, Paseo , Medium ,1510.0,27.159408339019244,21.666203304606853,32715.96698995635,16133.379244758424,16582.587745197925,41010.70659191906,-24428.118846721132,01/07/2014,7,July,2014
Midmarket,Mexico, Velo , Medium ,1738.0,3.449390214695068,33.43378346836237,58107.915668013804,139248.97619837572,-81141.06053036192,5995.040193140028,-87136.10072350195,01/10/2013,10,October,2013
Government,Canada, VTT , Medium ,1335.0,148.15178252221688,22.13742065428423,29553.456573469448,39306.869968414736,-9753.413394945288,197782.62966715952,-207536.0430621048,01/11/2014,11,November,2014
Government,Canada, Amarilla , Medium ,2084.0,158.6558143215126,15.775320242087679,32875.76738451072,20273.225900700538,12602.541483810182,330638.71704603225,-318036.1755622221,01/03/2014,3,March,2014
Government,Canada, Amarilla , Medium ,540.0,14.79970867235464,24.384732519761513,13167.755560671218,7343.849292978278,5823.90626769294,7991.842683071506,-2167.9364153785664,01/03/2013,3,March,2013
Midmarket,Canada, Carretera , Medium ,96.0,113.91741730654883,114.21270696895212,10964.419869019403,44940.033110136224,-33975.61324111682,10936.072061428687,-44911.685302545506,01/12/2013,12,December,2013
Channel Partners,Mexico, Carretera , Medium ,650.0,235.79019776034113,29.916735773452455,19445.878252744096,39262.42613494383,-19816.547882199735,153263.62854422175,-173080.17642642147,01/01/2014,1,January,2014
Channel Partners,Canada, Carretera , Medium ,1881.0,147.71463538536278,116.49696372154132,219130.78876021923,54451.55193232169,164679.23682789755,277851.2291598674,-113171.99233196984,01/07/2013,7,July,2013
Government,Mexico, Montana , Medium ,383.0,0.1553635550210073,38.05327860635944,14574.405706235666,9730.618350091838,4843.787356143828,59.504241573045796,4784.283114570782,01/04/2013,4,April,2013
Channel Partners,Canada, Paseo , Medium ,547.0,308.17043708380226,335.6877178331755,183621.181654747,43944.14593344122,139677.03572130576,168569.22908483984,-28892.193363534083,01/07/2014,7,July,2014
Enterprise,Canada, Velo , Medium ,2562.0,215.3833202377618,161.5076410894215,413782.5764710979,2236.258151613174,411546.3183194847,551812.0664491458,-140265.74812966108,01/06/2014,6,June,2014
Government,Mexico, Velo , Medium ,2422.0,17.087042808635672,135.8943780417123,329136.1836170272,64377.00168242959,264759.1819345976,41384.8176825156,223374.364252082,01/06/2014,6,June,2014
Midmarket,Canada, VTT , Medium ,1450.0,170.4075020738158,343.2072404057754,497650.49858837435,10153.909386999383,487496.58920137497,247090.8780070329,240405.71119434206,01/02/2013,2,February,2013
Government,Mexico, VTT , Medium ,1431.0,285.37069266212654,14.024439074314278,20068.972315343733,9087.415483717305,10981.556831626429,408365.4611995031,-397383.90436787665,01/02/2013,2,February,2013
Government,Mexico, VTT , Medium ,1967.0,20.771641236683976,28.185560256271835,55440.9970240867,45226.58590657548,10214.41111751122,40857.81831255738,-30643.40719504616,01/02/2013,2,February,2013
Small Business,Canada, VTT , Medium ,3310.0,225.32469222642052,380.03610541063944,1257919.5089092166,46620.143403137045,1211299.3655060795,745824.7312694519,465474.6342366276,01/09/2013,9,September,2013
Government,Mexico, Amarilla , Medium ,933.0,163.51078484926796,42.09990297311696,39279.20947391813,44022.97898966667,-4743.769515748543,152555.562264367,-157299.33178011555,01/05/2013,5,May,2013
Government,Mexico, Velo , Medium ,2293.0,234.01199069746926,36.851081023778185,84499.52878752338,16674.16861143498,67825.3601760884,536589.494669297,-468764.1344932086,01/07/2014,7,July,2014
Channel Partners,Mexico, Carretera , Medium ,1522.0,18.08713468066807,148.53122439276805,226064.523525793,4320.847359435342,221743.67616635765,27528.6189839768,194215.05718238084,01/11/2014,11,November,2014
Channel Partners,Canada, Carretera , Medium ,1453.0,272.19435047739245,137.28666162990478,199477.51934825166,2812.426522267285,196665.09282598438,395498.3912436512,-198833.29841766684,01/02/2013,2,February,2013
Government,Mexico, Carretera , Medium ,3154.0,136.2050731603798,31.78450304355205,100248.32259936316,1187.2870303293603,99061.0355690338,429590.80074783793,-330529.7651788041,01/08/2013,8,August,2013
Channel Partners,Mexico, Montana , Medium ,1930.0,38.08924434132962,9.962804518924683,19228.212721524636,51167.6164645822,-31939.403743057563,73512.24157876616,-105451.64532182371,01/08/2014,8,August,2014
Midmarket,Canada, Velo , Medium ,1073.0,124.75593262358821,114.03443432394663,122358.94802959473,44897.56266544483,77461.3853641499,133863.11570511016,-56401.73034096026,01/07/2013,7,July,2013
Government,Canada, Velo , Medium ,3425.0,42.82908450105598,2.4919478660478553,8534.921441213904,39677.50616123385,-31142.584720019942,146689.61441611673,-177832.19913613668,01/07/2013,7,July,2013
Government,Canada, Velo , Medium ,1994.0,103.9224947110894,54.10736862870752,107890.09304564279,50084.568155678586,57805.5248899642,207221.45445391227,-149415.92956394807,01/06/2014,6,June,2014
Government,Canada, VTT , Medium ,1830.0,121.57764633642796,9.636600645520616,17634.979181302726,289.61898440102823,17345.360196901696,222487.09279566316,-205141.73259876147,01/04/2014,4,April,2014
Government,Canada, Amarilla , Medium ,801.0,134.92454255586156,12.4847037710626,10000.247720621142,5828.436136986972,4171.81158363417,108074.55858724512,-103902.74700361094,01/12/2014,12,December,2014
Small Business,Canada, Paseo , Medium ,1569.0,164.8117949774602,377.3678420500393,592090.1441765117,6310.6766170024075,585779.4675595092,258589.70631963506,327189.7612398742,01/09/2013,9,September,2013
Small Business,Canada, Paseo , Medium ,1436.0,19.73854850174301,60.20437084346446,86453.47653121497,2080.2726080924667,84373.2039231225,28344.555648502963,56028.64827461954,01/08/2013,8,August,2013
Channel Partners,Mexico, Paseo , Medium ,1402.0,283.85455564447227,360.8763686707068,505948.66887633095,2130.740384449465,503817.92849188147,397964.0870135501,105853.84147833136,01/10/2013,10,October,2013
Government,Mexico, Velo , Medium ,1678.0,139.4131525438062,0.32248126503004215,541.1235627204107,61378.37752294327,-60837.253960222864,233935.26996850682,-294772.5239287297,01/10/2013,10,October,2013
Channel Partners,Canada, VTT , Medium ,3134.0,13.423380014751153,154.7224177887304,484900.0573498811,4688.082677708511,480211.97467217257,42068.87296623011,438143.1017059425,01/12/2013,12,December,2013
Small Business,Mexico, VTT , Medium ,1149.0,11.718533782407992,160.7063007044215,184651.5395093803,49066.64889445333,135584.89061492696,13464.595315986782,122120.29529894018,01/04/2013,4,April,2013
Enterprise,Canada, Amarilla , Medium ,1185.0,123.0399362602295,322.5639657433369,382238.2994058542,11943.486602370478,370294.81280348374,145802.32446837195,224492.4883351118,01/02/2014,2,February,2014
Government,Canada, Amarilla , Medium ,3055.0,45.32489881355409,8.196971622915763,25041.748308007656,1375.9054513145074,23665.842856693147,138467.56587540774,-114801.7230187146,01/01/2013,1,January,2013
Government,Canada, Montana , Medium ,3111.0,114.7749874803701,15.757655994280114,49022.06779820543,1507.7089728068026,47514.35882539863,357064.9860514314,-309550.6272260328,01/08/2014,8,August,2014
Government,Canada, Paseo , Medium ,1716.0,236.23520539737464,57.59913230917751,98840.11104254861,58384.661572564735,40455.449469983876,405379.61246189487,-364924.162991911,01/02/2014,2,February,2014
Enterprise,Mexico, Carretera , Medium ,797.0,135.88550544415614,368.5042700208462,293697.9032066144,30616.490920982862,263081.4122856316,108300.74783899244,154780.66444663913,01/10/2014,10,October,2014
Government,Mexico, Carretera , Medium ,3517.0,283.79625647746604,28.906749122244932,101665.03666293542,8396.679022091617,93268.35764084381,998111.4340312481,-904843.0763904043,01/06/2014,6,June,2014
Government,Canada, Montana , Medium ,1973.0,241.78275939769077,18.181898999424824,35872.88672586518,1201.0196889887034,34671.86703687648,477037.38429164386,-442365.51725476736,01/08/2013,8,August,2013
Small Business,Canada, Montana , Medium ,1828.0,15.235080810082499,42.10241955399725,76963.22294470697,1808.9628273720764,75154.2601173349,27849.727720830808,47304.53239650409,01/08/2014,8,August,2014
Enterprise,Mexico, Paseo , Medium ,78.0,286.56793836767275,384.13136850622624,29962.246743485648,7402.609924107552,22559.636819378095,22352.299192678474,207.33762669962016,01/10/2013,10,October,2013
Small Business,Mexico, Paseo , Medium ,1083.0,138.613930265737,278.91903236852505,302069.3120551126,33693.41328626097,268375.89876885165,150118.88647779316,118257.01229105849,01/11/2014,11,November,2014
Government,Mexico, Paseo , Medium ,1729.0,255.57878058474188,25.228063784375276,43619.322283184854,7537.194230300678,36082.128052884174,441895.7116310187,-405813.58357813454,01/03/2014,3,March,2014
Government,Mexico, Paseo , Medium ,3330.0,295.2667511074701,59.389673609567964,197767.61311986131,42870.68595538873,154896.92716447258,983238.2811878754,-828341.3540234028,01/01/2013,1,January,2013
Government,Mexico, Paseo , Medium ,3636.0,12.40955710532273,0.0931734393233139,338.77862537956935,56380.703556508524,-56041.92493112895,45121.14963495344,-101163.07456608239,01/09/2014,9,September,2014
Channel Partners,Canada, Velo , Medium ,1137.0,76.18790774837288,53.74613905456279,61109.36010503789,68652.00076241331,-7542.640657375421,86625.65110989996,-94168.29176727538,01/05/2013,5,May,2013
Small Business,Mexico, Velo , Medium ,3864.0,36.88653528292143,14.659013937555553,56642.42985471465,16905.57912213929,39736.85073257536,142529.5723332084,-102792.72160063304,01/04/2014,4,April,2014
Small Business,Canada, VTT , Medium ,1321.0,267.0830414361877,17.62818096762821,23286.827058236868,5718.199973564892,17568.627084671974,352816.69773720397,-335248.070652532,01/02/2014,2,February,2014
Government,Canada, Amarilla , Medium ,3761.0,20.594852805018462,10.676789479401359,40155.40523202851,6245.749147657463,33909.65608437105,77457.24139967443,-43547.58531530338,01/07/2014,7,July,2014
Small Business,Mexico, Amarilla , Medium ,265.0,220.80634969928238,44.031150096531235,11668.254775580777,6772.666580136774,4895.588195444003,58513.68267030983,-53618.09447486582,01/11/2013,11,November,2013
Channel Partners,Mexico, Amarilla , Medium ,1461.0,302.70073006486507,8.833102085627933,12905.16214710241,6003.437587338491,6901.724559763919,442245.76662476786,-435344.04206500395,01/04/2013,4,April,2013
Small Business,Mexico, Amarilla , Medium ,3618.0,266.5223648797406,329.19876678902637,1191041.1382426973,28508.961147456437,1162532.177095241,964277.9161349016,198254.26096033934,01/01/2014,1,January,2014
