Segment,Country,Product,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Sales,COGS,Profit,Date,Month Number,Month Name,Year
Small Business,Canada, VTT , Low , 1874.00 , 250.00 , 300.00 , 562200.00 , 16866.00 , 545334.00 , 468500.00 , 76834.00 ,01/08/2014,8, August ,2014
Government,Mexico, VTT , Low , 1642.00 , 250.00 , 350.00 , 574700.00 , 17241.00 , 557459.00 , 426920.00 , 130539.00 ,01/08/2014,8, August ,2014
Government,Canada, Carretera , Low , 831.00 , 3.00 , 20.00 , 16620.00 , 498.60 , 16121.40 , 8310.00 , 7811.40 ,01/05/2014,5, May ,2014
Government,Mexico, Paseo , Low , 1760.00 , 10.00 , 7.00 , 12320.00 , 369.60 , 11950.40 , 8800.00 , 3150.40 ,01/09/2013,9, September ,2013
Government,Canada, Velo , Low , 3850.50 , 120.00 , 20.00 , 77010.00 , 2310.30 , 74699.70 , 38505.00 , 36194.70 ,01/04/2014,4, April ,2014
Midmarket,Mexico, Montana , Low , 2031.00 , 5.00 , 15.00 , 30465.00 , 1218.60 , 29246.40 , 20310.00 , 8936.40 ,01/10/2014,10, October ,2014
Midmarket,Mexico, Paseo , Low , 2031.00 , 10.00 , 15.00 , 30465.00 , 1218.60 , 29246.40 , 20310.00 , 8936.40 ,01/10/2014,10, October ,2014
Government,Canada, Carretera , Low , 2851.00 , 3.00 , 7.00 , 19957.00 , 798.28 , 19158.72 , 14255.00 , 4903.72 ,01/10/2013,10, October ,2013
Midmarket,Canada, Montana , Low , 1967.00 , 5.00 , 15.00 , 29505.00 , 1180.20 , 28324.80 , 19670.00 , 8654.80 ,01/03/2014,3, March ,2014
Government,Canada, Montana , Low , 2851.00 , 5.00 , 7.00 , 19957.00 , 798.28 , 19158.72 , 14255.00 , 4903.72 ,01/10/2013,10, October ,2013
Enterprise,Mexico, Montana , Low , 1138.00 , 5.00 , 125.00 , 142250.00 , 5690.00 , 136560.00 , 136560.00 , 0   ,01/12/2014,12, December ,2014
Government,Canada, Paseo , Low , 4251.00 , 10.00 , 7.00 , 29757.00 , 1190.28 , 28566.72 , 21255.00 , 7311.72 ,01/01/2014,1, January ,2014
Midmarket,Canada, Paseo , Low , 218.00 , 10.00 , 15.00 , 3270.00 , 130.80 , 3139.20 , 2180.00 , 959.20 ,01/09/2014,9, September ,2014
Government,Canada, Paseo , Low , 2074.00 , 10.00 , 20.00 , 41480.00 , 1659.20 , 39820.80 , 20740.00 , 19080.80 ,01/09/2014,9, September ,2014
Midmarket,Mexico, Paseo , Low , 1514.00 , 10.00 , 15.00 , 22710.00 , 908.40 , 21801.60 , 15140.00 , 6661.60 ,01/10/2013,10, October ,2013
Enterprise,Mexico, Paseo , Low , 1138.00 , 10.00 , 125.00 , 142250.00 , 5690.00 , 136560.00 , 136560.00 , 0   ,01/12/2014,12, December ,2014
Government,Canada, Velo , Low , 2646.00 , 120.00 , 20.00 , 52920.00 , 2116.80 , 50803.20 , 26460.00 , 24343.20 ,01/09/2013,9, September ,2013
Midmarket,Mexico, VTT , Low , 1514.00 , 250.00 , 15.00 , 22710.00 , 908.40 , 21801.60 , 15140.00 , 6661.60 ,01/10/2013,10, October ,2013
Government,Mexico, Amarilla , Low , 1865.00 , 260.00 , 350.00 , 652750.00 , 26110.00 , 626640.00 , 484900.00 , 141740.00 ,01/02/2014,2, February ,2014
Enterprise,Mexico, Amarilla , Low , 1074.00 , 260.00 , 125.00 , 134250.00 , 5370.00 , 128880.00 , 128880.00 , 0   ,01/04/2014,4, April ,2014
Government,Canada, Amarilla , Low , 1778.00 , 260.00 , 350.00 , 622300.00 , 24892.00 , 597408.00 , 462280.00 , 135128.00 ,01/12/2013,12, December ,2013
Government,Canada, Paseo , Medium , 2349.00 , 10.00 , 7.00 , 16443.00 , 822.15 , 15620.85 , 11745.00 , 3875.85 ,01/09/2013,9, September ,2013
Government,Mexico, Paseo , Medium , 2689.00 , 10.00 , 7.00 , 18823.00 , 941.15 , 17881.85 , 13445.00 , 4436.85 ,01/10/2014,10, October ,2014
Channel Partners,Canada, Paseo , Medium , 2431.00 , 10.00 , 12.00 , 29172.00 , 1458.60 , 27713.40 , 7293.00 , 20420.40 ,01/12/2014,12, December ,2014
Channel Partners,Canada, Velo , Medium , 2431.00 , 120.00 , 12.00 , 29172.00 , 1458.60 , 27713.40 , 7293.00 , 20420.40 ,01/12/2014,12, December ,2014
Government,Mexico, VTT , Medium , 2689.00 , 250.00 , 7.00 , 18823.00 , 941.15 , 17881.85 , 13445.00 , 4436.85 ,01/10/2014,10, October ,2014
Government,Mexico, Amarilla , Medium , 1683.00 , 260.00 , 7.00 , 11781.00 , 589.05 , 11191.95 , 8415.00 , 2776.95 ,01/07/2014,7, July ,2014
Channel Partners,Mexico, Amarilla , Medium , 1123.00 , 260.00 , 12.00 , 13476.00 , 673.80 , 12802.20 , 3369.00 , 9433.20 ,01/08/2014,8, August ,2014
Midmarket,Mexico, Carretera , Medium , 2791.00 , 3.00 , 15.00 , 41865.00 , 2093.25 , 39771.75 , 27910.00 , 11861.75 ,01/11/2014,11, November ,2014
Government,Mexico, Montana , Medium , 720.00 , 5.00 , 350.00 , 252000.00 , 12600.00 , 239400.00 , 187200.00 , 52200.00 ,01/09/2013,9, September ,2013
Small Business,Mexico, Montana , Medium , 1100.00 , 5.00 , 300.00 , 330000.00 , 16500.00 , 313500.00 , 275000.00 , 38500.00 ,01/12/2013,12, December ,2013
Small Business,Mexico, Paseo , Medium , 1607.00 , 10.00 , 300.00 , 482100.00 , 24105.00 , 457995.00 , 401750.00 , 56245.00 ,01/04/2014,4, April ,2014
Government,Canada, Paseo , Medium , 1228.00 , 10.00 , 350.00 , 429800.00 , 21490.00 , 408310.00 , 319280.00 , 89030.00 ,01/10/2013,10, October ,2013
Government,Canada, Paseo , Medium , 1389.00 , 10.00 , 20.00 , 27780.00 , 1389.00 , 26391.00 , 13890.00 , 12501.00 ,01/10/2013,10, October ,2013
Government,Canada, Paseo , Medium , 1802.00 , 10.00 , 20.00 , 36040.00 , 1802.00 , 34238.00 , 18020.00 , 16218.00 ,01/12/2013,12, December ,2013
Midmarket,Mexico, Velo , Medium , 2861.00 , 120.00 , 15.00 , 42915.00 , 2145.75 , 40769.25 , 28610.00 , 12159.25 ,01/01/2014,1, January ,2014
Government,Canada, VTT , Medium , 1389.00 , 250.00 , 20.00 , 27780.00 , 1389.00 , 26391.00 , 13890.00 , 12501.00 ,01/10/2013,10, October ,2013
Government,Canada, Amarilla , Medium , 552.00 , 260.00 , 350.00 , 193200.00 , 9660.00 , 183540.00 , 143520.00 , 40020.00 ,01/08/2014,8, August ,2014
Government,Canada, Amarilla , Medium , 1228.00 , 260.00 , 350.00 , 429800.00 , 21490.00 , 408310.00 , 319280.00 , 89030.00 ,01/10/2013,10, October ,2013
Midmarket,Canada, Carretera , Medium , 2844.00 , 3.00 , 15.00 , 42660.00 , 2559.60 , 40100.40 , 28440.00 , 11660.40 ,01/06/2014,6, June ,2014
Channel Partners,Mexico, Carretera , Medium , 562.00 , 3.00 , 12.00 , 6744.00 , 404.64 , 6339.36 , 1686.00 , 4653.36 ,01/09/2014,9, September ,2014
Channel Partners,Canada, Carretera , Medium , 2299.00 , 3.00 , 12.00 , 27588.00 , 1655.28 , 25932.72 , 6897.00 , 19035.72 ,01/10/2013,10, October ,2013
Government,Mexico, Montana , Medium , 980.00 , 5.00 , 350.00 , 343000.00 , 20580.00 , 322420.00 , 254800.00 , 67620.00 ,01/04/2014,4, April ,2014
Channel Partners,Canada, Paseo , Medium , 2299.00 , 10.00 , 12.00 , 27588.00 , 1655.28 , 25932.72 , 6897.00 , 19035.72 ,01/10/2013,10, October ,2013
Enterprise,Canada, Velo , Medium , 952.00 , 120.00 , 125.00 , 119000.00 , 7140.00 , 111860.00 , 114240.00 , (2380.00),01/02/2014,2, February ,2014
Government,Mexico, Velo , Medium , 1498.00 , 120.00 , 7.00 , 10486.00 , 629.16 , 9856.84 , 7490.00 , 2366.84 ,01/06/2014,6, June ,2014
Midmarket,Canada, VTT , Medium , 2844.00 , 250.00 , 15.00 , 42660.00 , 2559.60 , 40100.40 , 28440.00 , 11660.40 ,01/06/2014,6, June ,2014
Government,Mexico, VTT , Medium , 1498.00 , 250.00 , 7.00 , 10486.00 , 629.16 , 9856.84 , 7490.00 , 2366.84 ,01/06/2014,6, June ,2014
Government,Mexico, VTT , Medium , 1123.00 , 250.00 , 20.00 , 22460.00 , 1347.60 , 21112.40 , 11230.00 , 9882.40 ,01/11/2013,11, November ,2013
Small Business,Canada, VTT , Medium , 2436.00 , 250.00 , 300.00 , 730800.00 , 43848.00 , 686952.00 , 609000.00 , 77952.00 ,01/12/2013,12, December ,2013
Government,Mexico, Amarilla , Medium , 1679.00 , 260.00 , 350.00 , 587650.00 , 35259.00 , 552391.00 , 436540.00 , 115851.00 ,01/09/2014,9, September ,2014
Government,Mexico, Velo , Medium , 1333.00 , 120.00 , 7.00 , 9331.00 , 559.86 , 8771.14 , 6665.00 , 2106.14 ,01/11/2014,11, November ,2014
Channel Partners,Mexico, Carretera , Medium , 727.00 , 3.00 , 12.00 , 8724.00 , 610.68 , 8113.32 , 2181.00 , 5932.32 ,01/02/2014,2, February ,2014
Channel Partners,Canada, Carretera , Medium , 1884.00 , 3.00 , 12.00 , 22608.00 , 1582.56 , 21025.44 , 5652.00 , 15373.44 ,01/08/2014,8, August ,2014
Government,Mexico, Carretera , Medium , 1834.00 , 3.00 , 20.00 , 36680.00 , 2567.60 , 34112.40 , 18340.00 , 15772.40 ,01/09/2013,9, September ,2013
Channel Partners,Mexico, Montana , Medium , 2340.00 , 5.00 , 12.00 , 28080.00 , 1965.60 , 26114.40 , 7020.00 , 19094.40 ,01/01/2014,1, January ,2014
Midmarket,Canada, Velo , Medium , 1262.00 , 120.00 , 15.00 , 18930.00 , 1325.10 , 17604.90 , 12620.00 , 4984.90 ,01/05/2014,5, May ,2014
Government,Canada, Velo , Medium , 1135.00 , 120.00 , 7.00 , 7945.00 , 556.15 , 7388.85 , 5675.00 , 1713.85 ,01/06/2014,6, June ,2014
Government,Canada, Velo , Medium , 1582.00 , 120.00 , 7.00 , 11074.00 , 775.18 , 10298.82 , 7910.00 , 2388.82 ,01/12/2014,12, December ,2014
Government,Canada, VTT , Medium , 1582.00 , 250.00 , 7.00 , 11074.00 , 775.18 , 10298.82 , 7910.00 , 2388.82 ,01/12/2014,12, December ,2014
Government,Canada, Amarilla , Medium , 1135.00 , 260.00 , 7.00 , 7945.00 , 556.15 , 7388.85 , 5675.00 , 1713.85 ,01/06/2014,6, June ,2014
Small Business,Canada, Paseo , Medium , 1702.00 , 10.00 , 300.00 , 510600.00 , 35742.00 , 474858.00 , 425500.00 , 49358.00 ,01/05/2014,5, May ,2014
Small Business,Canada, Paseo , Medium , 1404.00 , 10.00 , 300.00 , 421200.00 , 29484.00 , 391716.00 , 351000.00 , 40716.00 ,01/11/2013,11, November ,2013
Channel Partners,Mexico, Paseo , Medium , 2763.00 , 10.00 , 12.00 , 33156.00 , 2320.92 , 30835.08 , 8289.00 , 22546.08 ,01/11/2013,11, November ,2013
Government,Mexico, Velo , Medium , 609.00 , 120.00 , 20.00 , 12180.00 , 852.60 , 11327.40 , 6090.00 , 5237.40 ,01/08/2014,8, August ,2014
Channel Partners,Canada, VTT , Medium , 3244.50 , 250.00 , 12.00 , 38934.00 , 2725.38 , 36208.62 , 9733.50 , 26475.12 ,01/01/2014,1, January ,2014
Small Business,Mexico, VTT , Medium , 2747.00 , 250.00 , 300.00 , 824100.00 , 57687.00 , 766413.00 , 686750.00 , 79663.00 ,01/02/2014,2, February ,2014
Enterprise,Canada, Amarilla , Medium , 1645.00 , 260.00 , 125.00 , 205625.00 , 14393.75 , 191231.25 , 197400.00 , (6168.75),01/05/2014,5, May ,2014
Government,Canada, Amarilla , Medium , 1118.00 , 260.00 , 20.00 , 22360.00 , 1565.20 , 20794.80 , 11180.00 , 9614.80 ,01/11/2014,11, November ,2014
Government,Canada, Montana , Medium , 488.00 , 5.00 , 7.00 , 3416.00 , 273.28 , 3142.72 , 2440.00 , 702.72 ,01/02/2014,2, February ,2014
Government,Canada, Paseo , Medium , 257.00 , 10.00 , 7.00 , 1799.00 , 143.92 , 1655.08 , 1285.00 , 370.08 ,01/05/2014,5, May ,2014
Enterprise,Mexico, Carretera , Medium , 1540.00 , 3.00 , 125.00 , 192500.00 , 15400.00 , 177100.00 , 184800.00 , (7700.00),01/08/2014,8, August ,2014
Government,Mexico, Carretera , Medium , 1362.00 , 3.00 , 350.00 , 476700.00 , 38136.00 , 438564.00 , 354120.00 , 84444.00 ,01/12/2014,12, December ,2014
Government,Canada, Montana , Medium , 708.00 , 5.00 , 20.00 , 14160.00 , 1132.80 , 13027.20 , 7080.00 , 5947.20 ,01/06/2014,6, June ,2014
Small Business,Canada, Montana , Medium , 1283.00 , 5.00 , 300.00 , 384900.00 , 30792.00 , 354108.00 , 320750.00 , 33358.00 ,01/09/2013,9, September ,2013
Enterprise,Mexico, Paseo , Medium , 1114.00 , 10.00 , 125.00 , 139250.00 , 11140.00 , 128110.00 , 133680.00 , (5570.00),01/03/2014,3, March ,2014
Small Business,Mexico, Paseo , Medium , 2460.00 , 10.00 , 300.00 , 738000.00 , 59040.00 , 678960.00 , 615000.00 , 63960.00 ,01/06/2014,6, June ,2014
Government,Mexico, Paseo , Medium , 2993.00 , 10.00 , 20.00 , 59860.00 , 4788.80 , 55071.20 , 29930.00 , 25141.20 ,01/09/2014,9, September ,2014
Government,Mexico, Paseo , Medium , 1946.00 , 10.00 , 7.00 , 13622.00 , 1089.76 , 12532.24 , 9730.00 , 2802.24 ,01/12/2013,12, December ,2013
Government,Mexico, Paseo , Medium , 1362.00 , 10.00 , 350.00 , 476700.00 , 38136.00 , 438564.00 , 354120.00 , 84444.00 ,01/12/2014,12, December ,2014
Channel Partners,Canada, Velo , Medium , 598.00 , 120.00 , 12.00 , 7176.00 , 574.08 , 6601.92 , 1794.00 , 4807.92 ,01/03/2014,3, March ,2014
Small Business,Mexico, Velo , Medium , 635.00 , 120.00 , 300.00 , 190500.00 , 15240.00 , 175260.00 , 158750.00 , 16510.00 ,01/12/2014,12, December ,2014
Small Business,Canada, VTT , Medium , 2134.00 , 250.00 , 300.00 , 640200.00 , 51216.00 , 588984.00 , 533500.00 , 55484.00 ,01/09/2014,9, September ,2014
Government,Canada, Amarilla , Medium , 708.00 , 260.00 , 20.00 , 14160.00 , 1132.80 , 13027.20 , 7080.00 , 5947.20 ,01/06/2014,6, June ,2014
Small Business,Mexico, Amarilla , Medium , 2460.00 , 260.00 , 300.00 , 738000.00 , 59040.00 , 678960.00 , 615000.00 , 63960.00 ,01/06/2014,6, June ,2014
Channel Partners,Mexico, Amarilla , Medium , 1375.00 , 260.00 , 12.00 , 16500.00 , 1320.00 , 15180.00 , 4125.00 , 11055.00 ,01/12/2013,12, December ,2013
Small Business,Mexico, Amarilla , Medium , 635.00 , 260.00 , 300.00 , 190500.00 , 15240.00 , 175260.00 , 158750.00 , 16510.00 ,01/12/2014,12, December ,2014
Small Business,Canada, Carretera , Medium , 1094.00 , 3.00 , 300.00 , 328200.00 , 29538.00 , 298662.00 , 273500.00 , 25162.00 ,01/06/2014,6, June ,2014
Channel Partners,Mexico, Carretera , Medium , 367.00 , 3.00 , 12.00 , 4404.00 , 396.36 , 4007.64 , 1101.00 , 2906.64 ,01/10/2013,10, October ,2013
Small Business,Canada, Montana , Medium , 3802.50 , 5.00 , 300.00 , 1140750.00 , 102667.50 , 1038082.50 , 950625.00 , 87457.50 ,01/04/2014,4, April ,2014
Channel Partners,Canada, Montana , Medium , 2321.00 , 5.00 , 12.00 , 27852.00 , 2506.68 , 25345.32 , 6963.00 , 18382.32 ,01/11/2014,11, November ,2014
Government,Canada, Montana , Medium , 1611.00 , 5.00 , 7.00 , 11277.00 , 1014.93 , 10262.07 , 8055.00 , 2207.07 ,01/12/2013,12, December ,2013
Small Business,Mexico, Paseo , Medium , 2565.00 , 10.00 , 300.00 , 769500.00 , 69255.00 , 700245.00 , 641250.00 , 58995.00 ,01/01/2014,1, January ,2014
Government,Mexico, Paseo , Medium , 2417.00 , 10.00 , 350.00 , 845950.00 , 76135.50 , 769814.50 , 628420.00 , 141394.50 ,01/01/2014,1, January ,2014
Small Business,Canada, Paseo , Medium , 1094.00 , 10.00 , 300.00 , 328200.00 , 29538.00 , 298662.00 , 273500.00 , 25162.00 ,01/06/2014,6, June ,2014
Channel Partners,Mexico, Paseo , Medium , 367.00 , 10.00 , 12.00 , 4404.00 , 396.36 , 4007.64 , 1101.00 , 2906.64 ,01/10/2013,10, October ,2013
Midmarket,Mexico, Velo , Medium , 245.00 , 120.00 , 15.00 , 3675.00 , 330.75 , 3344.25 , 2450.00 , 894.25 ,01/05/2014,5, May ,2014
Small Business,Canada, Velo , Medium , 3793.50 , 120.00 , 300.00 , 1138050.00 , 102424.50 , 1035625.50 , 948375.00 , 87250.50 ,01/07/2014,7, July ,2014
Enterprise,Canada, Velo , Medium , 567.00 , 120.00 , 125.00 , 70875.00 , 6378.75 , 64496.25 , 68040.00 , (3543.75),01/09/2014,9, September ,2014
Enterprise,Mexico, Velo , Medium , 2110.00 , 120.00 , 125.00 , 263750.00 , 23737.50 , 240012.50 , 253200.00 , (13187.50),01/09/2014,9, September ,2014
