Segment,Country,Product,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Sales,COGS,Profit,Date,Month Number,Month Name,Year
Channel Partners,France, Carretera , Low , 2671.00 , 3.00 , 12.00 , 32052.00 , 320.52 , 31731.48 , 8013.00 , 23718.48 ,01/09/2014,9, September ,2014
Channel Partners,Germany, Carretera , Low , 766.00 , 3.00 , 12.00 , 9192.00 , 91.92 , 9100.08 , 2298.00 , 6802.08 ,01/10/2013,10, October ,2013
Government,France, Carretera , Low , 2155.00 , 3.00 , 350.00 , 754250.00 , 7542.50 , 746707.50 , 560300.00 , 186407.50 ,01/12/2014,12, December ,2014
Government,France, Montana , Low , 1375.50 , 5.00 , 20.00 , 27510.00 , 275.10 , 27234.90 , 13755.00 , 13479.90 ,01/07/2014,7, July ,2014
Enterprise,France, Paseo , Low , 787.00 , 10.00 , 125.00 , 98375.00 , 983.75 , 97391.25 , 94440.00 , 2951.25 ,01/06/2014,6, June ,2014
Midmarket,Germany, Paseo , Low , 747.00 , 10.00 , 15.00 , 11205.00 , 112.05 , 11092.95 , 7470.00 , 3622.95 ,01/09/2014,9, September ,2014
Channel Partners,Germany, Paseo , Low , 766.00 , 10.00 , 12.00 , 9192.00 , 91.92 , 9100.08 , 2298.00 , 6802.08 ,01/10/2013,10, October ,2013
Government,France, Paseo , Low , 2155.00 , 10.00 , 350.00 , 754250.00 , 7542.50 , 746707.50 , 560300.00 , 186407.50 ,01/12/2014,12, December ,2014
Government,France, Velo , Low , 3864.00 , 120.00 , 20.00 , 77280.00 , 772.80 , 76507.20 , 38640.00 , 37867.20 ,01/04/2014,4, April ,2014
Government,Germany, VTT , Low , 263.00 , 250.00 , 7.00 , 1841.00 , 18.41 , 1822.59 , 1315.00 , 507.59 ,01/03/2014,3, March ,2014
Enterprise,France, VTT , Low , 787.00 , 250.00 , 125.00 , 98375.00 , 983.75 , 97391.25 , 94440.00 , 2951.25 ,01/06/2014,6, June ,2014
Small Business,Germany, VTT , Low , 986.00 , 250.00 , 300.00 , 295800.00 , 2958.00 , 292842.00 , 246500.00 , 46342.00 ,01/09/2014,9, September ,2014
Enterprise,France, VTT , Low , 1744.00 , 250.00 , 125.00 , 218000.00 , 2180.00 , 215820.00 , 209280.00 , 6540.00 ,01/11/2014,11, November ,2014
Midmarket,France, Amarilla , Low , 321.00 , 260.00 , 15.00 , 4815.00 , 48.15 , 4766.85 , 3210.00 , 1556.85 ,01/11/2013,11, November ,2013
Small Business,Germany, Carretera , Low , 214.00 , 3.00 , 300.00 , 64200.00 , 1284.00 , 62916.00 , 53500.00 , 9416.00 ,01/10/2013,10, October ,2013
Government,France, Carretera , Low , 2145.00 , 3.00 , 7.00 , 15015.00 , 300.30 , 14714.70 , 10725.00 , 3989.70 ,01/11/2013,11, November ,2013
Small Business,France, Paseo , Low , 918.00 , 10.00 , 300.00 , 275400.00 , 5508.00 , 269892.00 , 229500.00 , 40392.00 ,01/05/2014,5, May ,2014
Small Business,Germany, Paseo , Low , 1728.00 , 10.00 , 300.00 , 518400.00 , 10368.00 , 508032.00 , 432000.00 , 76032.00 ,01/05/2014,5, May ,2014
Enterprise,Germany, Paseo , Low , 809.00 , 10.00 , 125.00 , 101125.00 , 2022.50 , 99102.50 , 97080.00 , 2022.50 ,01/10/2013,10, October ,2013
Channel Partners,France, Paseo , Low , 1785.00 , 10.00 , 12.00 , 21420.00 , 428.40 , 20991.60 , 5355.00 , 15636.60 ,01/11/2013,11, November ,2013
Channel Partners,France, Paseo , Low , 1055.00 , 10.00 , 12.00 , 12660.00 , 253.20 , 12406.80 , 3165.00 , 9241.80 ,01/12/2014,12, December ,2014
Government,Germany, Velo , Low , 2966.00 , 120.00 , 350.00 , 1038100.00 , 20762.00 , 1017338.00 , 771160.00 , 246178.00 ,01/10/2013,10, October ,2013
Government,Germany, Velo , Low , 2877.00 , 120.00 , 350.00 , 1006950.00 , 20139.00 , 986811.00 , 748020.00 , 238791.00 ,01/10/2014,10, October ,2014
Enterprise,Germany, Velo , Low , 809.00 , 120.00 , 125.00 , 101125.00 , 2022.50 , 99102.50 , 97080.00 , 2022.50 ,01/10/2013,10, October ,2013
Channel Partners,France, Velo , Low , 1055.00 , 120.00 , 12.00 , 12660.00 , 253.20 , 12406.80 , 3165.00 , 9241.80 ,01/12/2014,12, December ,2014
Small Business,Germany, VTT , Low , 214.00 , 250.00 , 300.00 , 64200.00 , 1284.00 , 62916.00 , 53500.00 , 9416.00 ,01/10/2013,10, October ,2013
Government,Germany, VTT , Low , 2877.00 , 250.00 , 350.00 , 1006950.00 , 20139.00 , 986811.00 , 748020.00 , 238791.00 ,01/10/2014,10, October ,2014
Small Business,Germany, Amarilla , Low , 259.00 , 260.00 , 300.00 , 77700.00 , 1554.00 , 76146.00 , 64750.00 , 11396.00 ,01/03/2014,3, March ,2014
Enterprise,Germany, Amarilla , Low , 2276.00 , 260.00 , 125.00 , 284500.00 , 5690.00 , 278810.00 , 273120.00 , 5690.00 ,01/05/2014,5, May ,2014
Government,Germany, Amarilla , Low , 2966.00 , 260.00 , 350.00 , 1038100.00 , 20762.00 , 1017338.00 , 771160.00 , 246178.00 ,01/10/2013,10, October ,2013
Government,France, Amarilla , Low , 941.00 , 260.00 , 20.00 , 18820.00 , 376.40 , 18443.60 , 9410.00 , 9033.60 ,01/11/2014,11, November ,2014
Enterprise,France, Carretera , Low , 4243.50 , 3.00 , 125.00 , 530437.50 , 15913.13 , 514524.38 , 509220.00 , 5304.38 ,01/04/2014,4, April ,2014
Government,Germany, Carretera , Low , 2580.00 , 3.00 , 20.00 , 51600.00 , 1548.00 , 50052.00 , 25800.00 , 24252.00 ,01/04/2014,4, April ,2014
Small Business,Germany, Carretera , Low , 689.00 , 3.00 , 300.00 , 206700.00 , 6201.00 , 200499.00 , 172250.00 , 28249.00 ,01/06/2014,6, June ,2014
Government,Germany, Montana , Low , 1958.00 , 5.00 , 7.00 , 13706.00 , 411.18 , 13294.82 , 9790.00 , 3504.82 ,01/02/2014,2, February ,2014
Channel Partners,France, Montana , Low , 1901.00 , 5.00 , 12.00 , 22812.00 , 684.36 , 22127.64 , 5703.00 , 16424.64 ,01/06/2014,6, June ,2014
Government,France, Montana , Low , 544.00 , 5.00 , 7.00 , 3808.00 , 114.24 , 3693.76 , 2720.00 , 973.76 ,01/09/2014,9, September ,2014
Government,Germany, Montana , Low , 1797.00 , 5.00 , 350.00 , 628950.00 , 18868.50 , 610081.50 , 467220.00 , 142861.50 ,01/09/2013,9, September ,2013
Enterprise,France, Montana , Low , 1287.00 , 5.00 , 125.00 , 160875.00 , 4826.25 , 156048.75 , 154440.00 , 1608.75 ,01/12/2014,12, December ,2014
Enterprise,Germany, Montana , Low , 1706.00 , 5.00 , 125.00 , 213250.00 , 6397.50 , 206852.50 , 204720.00 , 2132.50 ,01/12/2014,12, December ,2014
Small Business,France, Paseo , Low , 2434.50 , 10.00 , 300.00 , 730350.00 , 21910.50 , 708439.50 , 608625.00 , 99814.50 ,01/01/2014,1, January ,2014
Channel Partners,France, Paseo , Low , 1901.00 , 10.00 , 12.00 , 22812.00 , 684.36 , 22127.64 , 5703.00 , 16424.64 ,01/06/2014,6, June ,2014
Small Business,Germany, Paseo , Low , 689.00 , 10.00 , 300.00 , 206700.00 , 6201.00 , 200499.00 , 172250.00 , 28249.00 ,01/06/2014,6, June ,2014
Enterprise,Germany, Paseo , Low , 1570.00 , 10.00 , 125.00 , 196250.00 , 5887.50 , 190362.50 , 188400.00 , 1962.50 ,01/06/2014,6, June ,2014
Midmarket,Germany, Paseo , Low , 1945.00 , 10.00 , 15.00 , 29175.00 , 875.25 , 28299.75 , 19450.00 , 8849.75 ,01/10/2013,10, October ,2013
Enterprise,France, Paseo , Low , 1287.00 , 10.00 , 125.00 , 160875.00 , 4826.25 , 156048.75 , 154440.00 , 1608.75 ,01/12/2014,12, December ,2014
Enterprise,Germany, Paseo , Low , 1706.00 , 10.00 , 125.00 , 213250.00 , 6397.50 , 206852.50 , 204720.00 , 2132.50 ,01/12/2014,12, December ,2014
Enterprise,Germany, VTT , Low , 1570.00 , 250.00 , 125.00 , 196250.00 , 5887.50 , 190362.50 , 188400.00 , 1962.50 ,01/06/2014,6, June ,2014
Midmarket,Germany, VTT , Low , 1945.00 , 250.00 , 15.00 , 29175.00 , 875.25 , 28299.75 , 19450.00 , 8849.75 ,01/10/2013,10, October ,2013
Channel Partners,Germany, VTT , Low , 2479.00 , 250.00 , 12.00 , 29748.00 , 892.44 , 28855.56 , 7437.00 , 21418.56 ,01/01/2014,1, January ,2014
Midmarket,France, Paseo , Low , 2261.00 , 10.00 , 15.00 , 33915.00 , 1356.60 , 32558.40 , 22610.00 , 9948.40 ,01/12/2013,12, December ,2013
Small Business,Germany, Carretera , Low , 2021.00 , 3.00 , 300.00 , 606300.00 , 24252.00 , 582048.00 , 505250.00 , 76798.00 ,01/10/2014,10, October ,2014
Small Business,Germany, Montana , Low , 1859.00 , 5.00 , 300.00 , 557700.00 , 22308.00 , 535392.00 , 464750.00 , 70642.00 ,01/08/2014,8, August ,2014
Small Business,Germany, Montana , Low , 2021.00 , 5.00 , 300.00 , 606300.00 , 24252.00 , 582048.00 , 505250.00 , 76798.00 ,01/10/2014,10, October ,2014
Enterprise,Germany, Paseo , Low , 795.00 , 10.00 , 125.00 , 99375.00 , 3975.00 , 95400.00 , 95400.00 , 0   ,01/03/2014,3, March ,2014
Small Business,Germany, Paseo , Low , 1414.50 , 10.00 , 300.00 , 424350.00 , 16974.00 , 407376.00 , 353625.00 , 53751.00 ,01/04/2014,4, April ,2014
Enterprise,France, Paseo , Low , 2988.00 , 10.00 , 125.00 , 373500.00 , 14940.00 , 358560.00 , 358560.00 , 0   ,01/07/2014,7, July ,2014
Government,France, Velo , Low , 2177.00 , 120.00 , 350.00 , 761950.00 , 30478.00 , 731472.00 , 566020.00 , 165452.00 ,01/10/2014,10, October ,2014
Channel Partners,France, VTT , Low , 866.00 , 250.00 , 12.00 , 10392.00 , 415.68 , 9976.32 , 2598.00 , 7378.32 ,01/05/2014,5, May ,2014
Government,France, VTT , Low , 2177.00 , 250.00 , 350.00 , 761950.00 , 30478.00 , 731472.00 , 566020.00 , 165452.00 ,01/10/2014,10, October ,2014
Government,Germany, Amarilla , Low , 1907.00 , 260.00 , 350.00 , 667450.00 , 26698.00 , 640752.00 , 495820.00 , 144932.00 ,01/09/2014,9, September ,2014
Government,Germany, Montana , Medium , 1159.00 , 5.00 , 7.00 , 8113.00 , 405.65 , 7707.35 , 5795.00 , 1912.35 ,01/10/2013,10, October ,2013
Government,Germany, Paseo , Medium , 1372.00 , 10.00 , 7.00 , 9604.00 , 480.20 , 9123.80 , 6860.00 , 2263.80 ,01/01/2014,1, January ,2014
Government,Germany, Amarilla , Medium , 1159.00 , 260.00 , 7.00 , 8113.00 , 405.65 , 7707.35 , 5795.00 , 1912.35 ,01/10/2013,10, October ,2013
Channel Partners,France, Carretera , Medium , 1865.00 , 3.00 , 12.00 , 22380.00 , 1119.00 , 21261.00 , 5595.00 , 15666.00 ,01/02/2014,2, February ,2014
Channel Partners,Germany, Carretera , Medium , 1116.00 , 3.00 , 12.00 , 13392.00 , 669.60 , 12722.40 , 3348.00 , 9374.40 ,01/02/2014,2, February ,2014
Government,France, Carretera , Medium , 1563.00 , 3.00 , 20.00 , 31260.00 , 1563.00 , 29697.00 , 15630.00 , 14067.00 ,01/05/2014,5, May ,2014
Government,Germany, Carretera , Medium , 1016.00 , 3.00 , 7.00 , 7112.00 , 355.60 , 6756.40 , 5080.00 , 1676.40 ,01/11/2013,11, November ,2013
Government,France, Carretera , Medium , 2487.00 , 3.00 , 7.00 , 17409.00 , 870.45 , 16538.55 , 12435.00 , 4103.55 ,01/12/2014,12, December ,2014
Government,France, Montana , Medium , 1384.50 , 5.00 , 350.00 , 484575.00 , 24228.75 , 460346.25 , 359970.00 , 100376.25 ,01/01/2014,1, January ,2014
Channel Partners,Germany, Montana , Medium , 2342.00 , 5.00 , 12.00 , 28104.00 , 1405.20 , 26698.80 , 7026.00 , 19672.80 ,01/11/2014,11, November ,2014
Government,France, Paseo , Medium , 1303.00 , 10.00 , 20.00 , 26060.00 , 1303.00 , 24757.00 , 13030.00 , 11727.00 ,01/02/2014,2, February ,2014
Enterprise,France, Paseo , Medium , 2385.00 , 10.00 , 125.00 , 298125.00 , 14906.25 , 283218.75 , 286200.00 , (2981.25),01/03/2014,3, March ,2014
Midmarket,France, Paseo , Medium , 2620.00 , 10.00 , 15.00 , 39300.00 , 1965.00 , 37335.00 , 26200.00 , 11135.00 ,01/09/2014,9, September ,2014
Enterprise,France, Paseo , Medium , 704.00 , 10.00 , 125.00 , 88000.00 , 4400.00 , 83600.00 , 84480.00 , (880.00),01/10/2013,10, October ,2013
Government,France, Paseo , Medium , 2136.00 , 10.00 , 7.00 , 14952.00 , 747.60 , 14204.40 , 10680.00 , 3524.40 ,01/12/2013,12, December ,2013
Midmarket,Germany, Paseo , Medium , 2116.00 , 10.00 , 15.00 , 31740.00 , 1587.00 , 30153.00 , 21160.00 , 8993.00 ,01/12/2013,12, December ,2013
Enterprise,Germany, Velo , Medium , 807.00 , 120.00 , 125.00 , 100875.00 , 5043.75 , 95831.25 , 96840.00 , (1008.75),01/02/2014,2, February ,2014
Government,France, Velo , Medium , 1579.00 , 120.00 , 20.00 , 31580.00 , 1579.00 , 30001.00 , 15790.00 , 14211.00 ,01/08/2014,8, August ,2014
Enterprise,France, Velo , Medium , 704.00 , 120.00 , 125.00 , 88000.00 , 4400.00 , 83600.00 , 84480.00 , (880.00),01/10/2013,10, October ,2013
Government,France, Velo , Medium , 1033.00 , 120.00 , 20.00 , 20660.00 , 1033.00 , 19627.00 , 10330.00 , 9297.00 ,01/12/2013,12, December ,2013
Small Business,Germany, Velo , Medium , 1250.00 , 120.00 , 300.00 , 375000.00 , 18750.00 , 356250.00 , 312500.00 , 43750.00 ,01/12/2014,12, December ,2014
Government,Germany, VTT , Medium , 2297.00 , 250.00 , 20.00 , 45940.00 , 2297.00 , 43643.00 , 22970.00 , 20673.00 ,01/11/2013,11, November ,2013
Government,France, VTT , Medium , 2487.00 , 250.00 , 7.00 , 17409.00 , 870.45 , 16538.55 , 12435.00 , 4103.55 ,01/12/2014,12, December ,2014
Government,Germany, Amarilla , Medium , 1350.00 , 260.00 , 350.00 , 472500.00 , 23625.00 , 448875.00 , 351000.00 , 97875.00 ,01/02/2014,2, February ,2014
Small Business,Germany, Amarilla , Medium , 1250.00 , 260.00 , 300.00 , 375000.00 , 18750.00 , 356250.00 , 312500.00 , 43750.00 ,01/12/2014,12, December ,2014
Midmarket,France, Paseo , Medium , 3801.00 , 10.00 , 15.00 , 57015.00 , 3420.90 , 53594.10 , 38010.00 , 15584.10 ,01/04/2014,4, April ,2014
Enterprise,Germany, Carretera , Medium , 887.00 , 3.00 , 125.00 , 110875.00 , 6652.50 , 104222.50 , 106440.00 , (2217.50),01/12/2013,12, December ,2013
Government,Germany, Montana , Medium , 1460.00 , 5.00 , 350.00 , 511000.00 , 30660.00 , 480340.00 , 379600.00 , 100740.00 ,01/05/2014,5, May ,2014
Government,France, Montana , Medium , 1403.00 , 5.00 , 7.00 , 9821.00 , 589.26 , 9231.74 , 7015.00 , 2216.74 ,01/10/2013,10, October ,2013
Government,France, Paseo , Medium , 1496.00 , 10.00 , 350.00 , 523600.00 , 31416.00 , 492184.00 , 388960.00 , 103224.00 ,01/06/2014,6, June ,2014
Midmarket,Germany, Velo , Medium , 1530.00 , 120.00 , 15.00 , 22950.00 , 1377.00 , 21573.00 , 15300.00 , 6273.00 ,01/05/2014,5, May ,2014
Government,France, Velo , Medium , 1496.00 , 120.00 , 350.00 , 523600.00 , 31416.00 , 492184.00 , 388960.00 , 103224.00 ,01/06/2014,6, June ,2014
Small Business,France, Velo , Medium , 1221.00 , 120.00 , 300.00 , 366300.00 , 21978.00 , 344322.00 , 305250.00 , 39072.00 ,01/10/2013,10, October ,2013
Government,France, Velo , Medium , 2076.00 , 120.00 , 350.00 , 726600.00 , 43596.00 , 683004.00 , 539760.00 , 143244.00 ,01/10/2013,10, October ,2013
Small Business,France, VTT , Medium , 1221.00 , 250.00 , 300.00 , 366300.00 , 21978.00 , 344322.00 , 305250.00 , 39072.00 ,01/10/2013,10, October ,2013
Enterprise,France, Amarilla , Medium , 1987.50 , 260.00 , 125.00 , 248437.50 , 14906.25 , 233531.25 , 238500.00 , (4968.75),01/01/2014,1, January ,2014
Government,France, Amarilla , Medium , 1403.00 , 260.00 , 7.00 , 9821.00 , 589.26 , 9231.74 , 7015.00 , 2216.74 ,01/10/2013,10, October ,2013
Government,France, Amarilla , Medium , 2076.00 , 260.00 , 350.00 , 726600.00 , 43596.00 , 683004.00 , 539760.00 , 143244.00 ,01/10/2013,10, October ,2013
Government,France, Montana , Medium , 1757.00 , 5.00 , 20.00 , 35140.00 , 2108.40 , 33031.60 , 17570.00 , 15461.60 ,01/10/2013,10, October ,2013
Midmarket,Germany, Paseo , Medium , 1743.00 , 10.00 , 15.00 , 26145.00 , 1568.70 , 24576.30 , 17430.00 , 7146.30 ,01/08/2014,8, August ,2014
Government,France, Paseo , Medium , 1757.00 , 10.00 , 20.00 , 35140.00 , 2108.40 , 33031.60 , 17570.00 , 15461.60 ,01/10/2013,10, October ,2013
Government,Germany, Velo , Medium , 1001.00 , 120.00 , 20.00 , 20020.00 , 1201.20 , 18818.80 , 10010.00 , 8808.80 ,01/08/2014,8, August ,2014
Channel Partners,France, Montana , Medium , 2342.00 , 5.00 , 12.00 , 28104.00 , 1967.28 , 26136.72 , 7026.00 , 19110.72 ,01/11/2014,11, November ,2014
Government,France, Paseo , Medium , 1031.00 , 10.00 , 7.00 , 7217.00 , 505.19 , 6711.81 , 5155.00 , 1556.81 ,01/09/2013,9, September ,2013
Channel Partners,France, VTT , Medium , 1738.50 , 250.00 , 12.00 , 20862.00 , 1460.34 , 19401.66 , 5215.50 , 14186.16 ,01/04/2014,4, April ,2014
Channel Partners,Germany, VTT , Medium , 2215.00 , 250.00 , 12.00 , 26580.00 , 1860.60 , 24719.40 , 6645.00 , 18074.40 ,01/09/2013,9, September ,2013
Small Business,France, Carretera , Medium , 448.00 , 3.00 , 300.00 , 134400.00 , 9408.00 , 124992.00 , 112000.00 , 12992.00 ,01/06/2014,6, June ,2014
Small Business,France, Carretera , Medium , 2181.00 , 3.00 , 300.00 , 654300.00 , 45801.00 , 608499.00 , 545250.00 , 63249.00 ,01/10/2014,10, October ,2014
Government,France, Montana , Medium , 1976.00 , 5.00 , 20.00 , 39520.00 , 2766.40 , 36753.60 , 19760.00 , 16993.60 ,01/10/2014,10, October ,2014
Small Business,France, Montana , Medium , 2181.00 , 5.00 , 300.00 , 654300.00 , 45801.00 , 608499.00 , 545250.00 , 63249.00 ,01/10/2014,10, October ,2014
Enterprise,Germany, Montana , Medium , 2500.00 , 5.00 , 125.00 , 312500.00 , 21875.00 , 290625.00 , 300000.00 , (9375.00),01/11/2013,11, November ,2013
Small Business,France, Paseo , Medium , 448.00 , 10.00 , 300.00 , 134400.00 , 9408.00 , 124992.00 , 112000.00 , 12992.00 ,01/06/2014,6, June ,2014
Enterprise,Germany, Paseo , Medium , 3513.00 , 10.00 , 125.00 , 439125.00 , 30738.75 , 408386.25 , 421560.00 , (13173.75),01/07/2014,7, July ,2014
Midmarket,France, Paseo , Medium , 2101.00 , 10.00 , 15.00 , 31515.00 , 2206.05 , 29308.95 , 21010.00 , 8298.95 ,01/08/2014,8, August ,2014
Government,France, Paseo , Medium , 1535.00 , 10.00 , 20.00 , 30700.00 , 2149.00 , 28551.00 , 15350.00 , 13201.00 ,01/09/2014,9, September ,2014
Small Business,Germany, Paseo , Medium , 1123.00 , 10.00 , 300.00 , 336900.00 , 23583.00 , 313317.00 , 280750.00 , 32567.00 ,01/09/2013,9, September ,2013
Government,Germany, Paseo , Medium , 2125.00 , 10.00 , 7.00 , 14875.00 , 1041.25 , 13833.75 , 10625.00 , 3208.75 ,01/12/2013,12, December ,2013
Small Business,France, Velo , Medium , 1659.00 , 120.00 , 300.00 , 497700.00 , 34839.00 , 462861.00 , 414750.00 , 48111.00 ,01/07/2014,7, July ,2014
Enterprise,Germany, Velo , Medium , 2087.00 , 120.00 , 125.00 , 260875.00 , 18261.25 , 242613.75 , 250440.00 , (7826.25),01/09/2014,9, September ,2014
Government,France, Velo , Medium , 1976.00 , 120.00 , 20.00 , 39520.00 , 2766.40 , 36753.60 , 19760.00 , 16993.60 ,01/10/2014,10, October ,2014
Government,Germany, Velo , Medium , 588.00 , 120.00 , 20.00 , 11760.00 , 823.20 , 10936.80 , 5880.00 , 5056.80 ,01/12/2013,12, December ,2013
Small Business,France, VTT , Medium , 959.00 , 250.00 , 300.00 , 287700.00 , 20139.00 , 267561.00 , 239750.00 , 27811.00 ,01/02/2014,2, February ,2014
Government,France, Amarilla , Medium , 2876.00 , 260.00 , 350.00 , 1006600.00 , 70462.00 , 936138.00 , 747760.00 , 188378.00 ,01/09/2014,9, September ,2014
Enterprise,Germany, Amarilla , Medium , 994.00 , 260.00 , 125.00 , 124250.00 , 8697.50 , 115552.50 , 119280.00 , (3727.50),01/09/2013,9, September ,2013
Midmarket,France, Carretera , Medium , 490.00 , 3.00 , 15.00 , 7350.00 , 588.00 , 6762.00 , 4900.00 , 1862.00 ,01/11/2014,11, November ,2014
Midmarket,France, Montana , Medium , 2501.00 , 5.00 , 15.00 , 37515.00 , 3001.20 , 34513.80 , 25010.00 , 9503.80 ,01/03/2014,3, March ,2014
Government,Germany, Montana , Medium , 645.00 , 5.00 , 20.00 , 12900.00 , 1032.00 , 11868.00 , 6450.00 , 5418.00 ,01/07/2014,7, July ,2014
Small Business,France, Montana , Medium , 1562.00 , 5.00 , 300.00 , 468600.00 , 37488.00 , 431112.00 , 390500.00 , 40612.00 ,01/08/2014,8, August ,2014
Midmarket,Germany, Montana , Medium , 711.00 , 5.00 , 15.00 , 10665.00 , 853.20 , 9811.80 , 7110.00 , 2701.80 ,01/12/2014,12, December ,2014
Government,Germany, Paseo , Medium , 1259.00 , 10.00 , 7.00 , 8813.00 , 705.04 , 8107.96 , 6295.00 , 1812.96 ,01/04/2014,4, April ,2014
Government,Germany, Paseo , Medium , 1095.00 , 10.00 , 7.00 , 7665.00 , 613.20 , 7051.80 , 5475.00 , 1576.80 ,01/05/2014,5, May ,2014
Government,Germany, Paseo , Medium , 1366.00 , 10.00 , 20.00 , 27320.00 , 2185.60 , 25134.40 , 13660.00 , 11474.40 ,01/06/2014,6, June ,2014
Government,Germany, Paseo , Medium , 1598.00 , 10.00 , 7.00 , 11186.00 , 894.88 , 10291.12 , 7990.00 , 2301.12 ,01/08/2014,8, August ,2014
