Segment,Country,Product,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Sales,COGS,Profit,Date,Month Number,Month Name,Year
Small Business,Canada, Montana , Medium ,216.0,224.98156262442654,390.3013376488514,84305.0889321519,9424.062727864184,74881.02620428771,48596.01752687613,26285.008677411584,01/06/2014,6,June,2014
Government,France, Montana , Medium ,2090.0,136.16866753129685,413.11052629572686,863400.9999580692,1175.9972680553765,862225.0026900138,284592.5151404104,577632.4875496035,01/12/2014,12,December,2014
Small Business,France, Montana , Medium ,2946.0,1.3390058285483066,154.42560900170193,454937.84411901387,48004.083921387864,406933.760197626,3944.7111709033115,402989.0490267227,01/03/2014,3,March,2014
Channel Partners,Canada, Montana , Medium ,1545.0,114.65753225604526,357.12444125178337,551757.2617340053,2467.657050465557,549289.6046835397,177145.8873355899,372143.7173479498,01/07/2013,7,July,2013
Enterprise,France, Montana , Medium ,420.0,2.6924559713594407,445.5939726407795,187149.4685091274,36858.17700662243,150291.29150250496,1130.831507970965,149160.459994534,01/12/2014,12,December,2014
Government,Canada, Montana , Medium ,1679.0,6.474907248857458,15.319770722126655,25721.895042450655,21346.056697423686,4375.838345026968,10871.369270831672,-6495.530925804704,01/07/2014,7,July,2014
Enterprise,United States of America, Montana , Medium ,-26.0,230.1062478373561,405.6537139628096,-10546.99656303305,5842.872697279912,-16389.86926031296,-5982.762443771258,-10407.106816541702,01/09/2014,9,September,2014
Small Business,Germany, Montana , Medium ,442.0,252.71128939616648,405.43446382721356,179202.0330116284,1848.7787819152582,177353.25422971314,111698.38991310558,65654.86431660756,01/03/2014,3,March,2014
Small Business,Mexico, Paseo , Medium ,1386.0,3.121539944443451,368.6785739425514,510988.50348437624,1006.1621010445378,509982.3413833317,4326.454362998623,505655.8870203331,01/08/2014,8,August,2014
Government,Mexico, Paseo , Medium ,-295.0,21.77190038203272,421.345238966893,-124296.84549523344,2831.5476285602886,-127128.39312379374,-6422.710612699652,-120705.68251109408,01/03/2014,3,March,2014
Midmarket,United States of America, Paseo , Medium ,906.0,30.255703485560765,282.95051816076705,256353.16945365493,4964.432445882885,251388.73700777206,27411.667357918053,223977.069649854,01/05/2014,5,May,2014
Small Business,Canada, Paseo , Medium ,2647.0,283.8414420194949,402.8954496733105,1066464.2552852528,2540.0656369319536,1063924.189648321,751328.2970256029,312595.892622718,01/08/2014,8,August,2014
Midmarket,France, Paseo , Medium ,440.0,240.3264500694004,303.4519903378547,133518.87574865605,11873.995609464157,121644.8801391919,105743.63803053618,15901.242108655715,01/10/2013,10,October,2013
Channel Partners,Mexico, Paseo , Medium ,853.0,20.144817149690976,149.73989986026007,127728.13458080184,40454.9968932433,87273.13768755854,17183.529028686404,70089.60865887214,01/12/2013,12,December,2013
Small Business,France, Paseo , Medium ,224.0,87.85586286625646,291.4516368073463,65285.166644845565,2907.981392753765,62377.185252091804,19679.713282041448,42697.471970050356,01/10/2013,10,October,2013
Channel Partners,Germany, Paseo , Medium ,541.0,240.68584094780127,40.01142653712787,21646.181756586175,14892.305933357173,6753.875823229002,130211.03995276049,-123457.16412953149,01/07/2013,7,July,2013
Enterprise,United States of America, Paseo , Medium ,1410.0,223.88687252646486,417.2801443074927,588365.0034735647,14934.433435358724,573430.5700382061,315680.49026231543,257750.07977589063,01/07/2013,7,July,2013
Midmarket,Mexico, Velo , Medium ,977.0,2.912597448450711,51.68809867752842,50499.27240794527,3612.9506955528273,46886.32171239244,2845.6077071363447,44040.71400525609,01/07/2014,7,July,2014
Small Business,Canada, Velo , Medium ,1895.0,77.34756610659157,289.24588459034123,548120.9512986967,11216.82531317613,536904.1259855205,146573.63777199102,390330.4882135295,01/12/2013,12,December,2013
Government,Germany, Velo , Medium ,734.0,13.597121812283401,177.65607340879495,130399.5578820555,14504.277728830246,115895.28015322525,9980.287410216017,105914.99274300924,01/06/2014,6,June,2014
Enterprise,Canada, Velo , Medium ,1737.0,0.938232642838563,169.2927647130644,294061.53230659285,62444.13714271013,231617.39516388273,1629.7101006105838,229987.68506327213,01/02/2013,2,February,2013
Enterprise,Mexico, Velo , Medium ,367.0,3.3352494980666405,434.93317587201943,159620.47554503113,3908.512595188109,155711.96294984303,1224.036565790457,154487.92638405258,01/04/2014,4,April,2014
Government,Canada, Velo , Medium ,788.0,213.00988281546867,41.30491079684077,32548.269707910527,4735.30506566041,27812.964642250117,167851.7876585893,-140038.82301633919,01/07/2014,7,July,2014
Channel Partners,United States of America, VTT , Medium ,229.0,16.01294676069951,366.02580554567805,83819.90946996027,17140.985958507925,66678.92351145235,3666.9648082001877,63011.95870325216,01/05/2013,5,May,2013
Small Business,Germany, VTT , Medium ,2188.0,2.477362711956056,31.70187933314617,69363.71198092382,10859.91542968588,58503.796551237945,5420.469613759851,53083.326937478094,01/11/2014,11,November,2014
Government,United States of America, VTT , Medium ,695.0,283.3436672896257,187.19479432777499,130100.38205780361,14554.61258373242,115545.76947407119,196923.84876628988,-81378.0792922187,01/10/2014,10,October,2014
Channel Partners,Germany, VTT , Medium ,684.0,277.3017777062823,40.96793199880899,28022.06548718535,3652.0253092913113,24370.04017789404,189674.4159510971,-165304.37577320306,01/10/2013,10,October,2013
Small Business,United States of America, VTT , Medium ,442.0,203.02010868170842,350.6037916402536,154966.87590499208,22779.354668771244,132187.52123622084,89734.88803731512,42452.63319890572,01/06/2013,6,June,2013
Channel Partners,France, VTT , Medium ,263.0,279.38958710854183,32.308750688003784,8497.201430944995,7853.395427926371,643.8060030186243,73479.46140954651,-72835.65540652789,01/08/2014,8,August,2014
Midmarket,France, VTT , Medium ,735.0,229.41618072973404,384.6414170745483,282711.441549793,13763.233852568519,268948.20769722445,168620.89283635453,100327.31486086993,01/12/2013,12,December,2013
Enterprise,Mexico, VTT , Medium ,-128.0,97.65081917336002,431.4228000448984,-55222.118405746995,15309.838076428558,-70531.95648217555,-12499.304854190083,-58032.65162798547,01/02/2013,2,February,2013
Government,United States of America, Amarilla , Medium ,1802.0,0.10997296872853557,381.431642727411,687339.8201947946,3642.4627323624977,683697.3574624321,198.1712896488211,683499.1861727833,01/04/2014,4,April,2014
Government,Canada, Amarilla , Medium ,240.0,17.75280786910178,145.6400251549282,34953.60603718277,2920.2594403026555,32033.346596880114,4260.673888584427,27772.672708295686,01/01/2014,1,January,2014
Midmarket,Germany, Amarilla , Medium ,1391.0,14.270883174491157,182.34605141495038,253643.357518196,20810.36989064162,232832.98762755436,19850.7984957172,212982.18913183716,01/12/2014,12,December,2014
Government,Mexico, Amarilla , Medium ,1495.0,260.7452426042468,391.937385259611,585946.3909631184,27344.723801235043,558601.6671618833,389814.137693349,168787.52946853434,01/06/2013,6,June,2013
Government,Germany, Carretera , Medium ,-373.0,103.56764067599417,342.81640421895366,-127870.51877366971,4808.310334864214,-132678.82910853392,-38630.729972145826,-94048.09913638809,01/04/2013,4,April,2013
Government,Canada, Carretera , Medium ,737.0,110.36118235670318,195.20306498228723,143864.6588919457,2990.514280092009,140874.1446118537,81336.19139689025,59537.95321496345,01/12/2013,12,December,2013
Channel Partners,Germany, Carretera , Medium ,1946.0,9.255407597220032,447.67318954016656,871172.0268451641,7571.304874893478,863600.7219702706,18011.02318419018,845589.6987860805,01/05/2014,5,May,2014
Government,Mexico, Carretera , Medium ,434.0,210.44530518323208,361.53615997432536,156906.6934288572,9063.959390933065,147842.73403792412,91333.26244952272,56509.4715884014,01/05/2014,5,May,2014
Government,United States of America, Paseo , Medium ,529.0,20.06353470625745,363.6218920692688,192355.98090464322,5947.3221271603725,186408.65877748284,10613.609859610191,175795.04891787266,01/04/2013,4,April,2013
Government,Mexico, Paseo , Medium ,476.0,17.42402442603413,338.8433320607361,161289.42606091037,6156.696246828273,155132.7298140821,8293.835626792246,146838.89418728984,01/07/2013,7,July,2013
Government,Germany, Paseo , Medium ,1105.0,252.20842481436716,403.1354775546339,445464.70269787044,15775.901858789293,429688.8008390812,278690.30941987573,150998.49141920544,01/01/2013,1,January,2013
Channel Partners,France, Velo , Medium ,249.0,227.24513217511037,181.51764758307297,45197.89424818517,27778.489022078036,17419.405226107134,56584.037911602485,-39164.63268549535,01/02/2013,2,February,2013
Midmarket,Mexico, Velo , Medium ,663.0,127.49599463717972,175.22268603040885,116172.64083816107,53965.63938115005,62207.001457011014,84529.84444445015,-22322.842987439137,01/04/2014,4,April,2014
Government,Germany, VTT , Medium ,744.0,143.69134635708582,165.6007371930314,123206.94847161535,1932.4956264418033,121274.45284517355,106906.36168967184,14368.091155501708,01/05/2014,5,May,2014
Government,France, VTT , Medium ,895.0,79.2094047143892,23.020494289306136,20603.34238892899,3184.0774756840788,17419.26491324491,70892.41721937833,-53473.152306133416,01/05/2013,5,May,2013
Government,Mexico, VTT , Medium ,-341.0,22.403665001125955,48.79444172933866,-16638.90462970448,4174.347292254872,-20813.251921959352,-7639.649765383951,-13173.602156575402,01/04/2014,4,April,2014
Government,Mexico, Amarilla , Medium ,-173.0,2.6509644215916897,44.463608476123845,-7692.204266369426,7138.54814673058,-14830.752413100006,-458.61684493536234,-14372.135568164644,01/11/2013,11,November,2013
Midmarket,Canada, Amarilla , Medium ,-98.0,127.37990017704415,19.45591681635341,-1906.6798480026343,4079.0616169721898,-5985.741464974824,-12483.230217350327,6497.488752375502,01/06/2013,6,June,2013
Channel Partners,France, Amarilla , Medium ,-81.0,88.14354609140639,395.21702178907975,-32012.57876491546,19373.702199338528,-51386.28096425399,-7139.627233403918,-44246.65373085007,01/06/2013,6,June,2013
Channel Partners,United States of America, Carretera , High ,611.0,68.61169942372737,126.61682735001202,77362.88151085735,4004.7166948223708,73358.16481603497,41921.748347897425,31436.416468137548,01/04/2014,4,April,2014
Government,United States of America, Montana , High ,-32.0,6.565807774764552,143.67377585645656,-4597.56082740661,7920.226708729941,-12517.787536136551,-210.10584879246565,-12307.681687344086,01/07/2014,7,July,2014
Channel Partners,United States of America, Paseo , High ,-398.0,69.24003345676144,153.97845414000756,-61283.42474772301,16605.55292784187,-77888.97767556488,-27557.533315791054,-50331.44435977383,01/06/2013,6,June,2013
Enterprise,United States of America, Carretera , High ,570.0,238.49595552424947,438.5573471514439,249977.687876323,7156.732053807547,242820.95582251545,135942.6946488222,106878.26117369326,01/01/2014,1,January,2014
Enterprise,France, Carretera , High ,2264.0,243.03045365101116,55.09549064738215,124736.19082567318,7193.142613291217,117543.04821238197,550220.9470658893,-432677.8988535073,01/02/2013,2,February,2013
Government,United States of America, Montana , High ,-190.0,8.376620329141183,416.61061627331685,-79156.0170919302,6929.856267738542,-86085.87335966874,-1591.5578625368248,-84494.31549713192,01/05/2013,5,May,2013
Enterprise,United States of America, Montana , High ,1663.0,229.4380711142872,381.1764209649896,633896.3880647777,25375.820033952405,608520.5680308254,381555.5122630596,226965.05576776573,01/01/2013,1,January,2013
Midmarket,France, Montana , High ,166.0,256.27475913847127,53.114460559409444,8817.000452861968,11761.046034650099,-2944.04558178813,42541.61001698623,-45485.65559877436,01/07/2013,7,July,2013
Government,France, Paseo , High ,1476.0,237.6637464732172,37.749201166466875,55717.820921705104,83924.159109471,-28206.338187765898,350791.6897944686,-378998.0279822345,01/03/2014,3,March,2014
Small Business,Mexico, Paseo , High ,1034.0,18.213504660447846,395.7782681797152,409234.72929782554,17271.108643588894,391963.62065423664,18832.763818903073,373130.8568353336,01/02/2014,2,February,2014
Midmarket,France, Paseo , High ,-185.0,191.85765375833049,396.95329461876713,-73436.35950447193,35629.74542146194,-109066.10492593388,-35493.66594529114,-73572.43898064274,01/09/2014,9,September,2014
Government,Germany, Paseo , High ,245.0,4.276286669235582,326.29989515313713,79943.47431251859,21266.360070372044,58677.11424214655,1047.6902339627177,57629.42400818383,01/01/2014,1,January,2014
Midmarket,Germany, Velo , High ,1071.0,77.07161810206863,304.14013262777235,325734.08204434416,10604.876937724883,315129.2051066193,82543.7029873155,232585.5021193038,01/08/2013,8,August,2013
Midmarket,Germany, Velo , High ,1454.0,15.409532918619686,16.779841046188125,24397.888881157534,29880.639279424875,-5482.750398267341,22405.460863673023,-27888.211261940363,01/12/2013,12,December,2013
Midmarket,United States of America, Velo , High ,196.0,220.6843812006283,31.496717307926207,6173.356592353537,2948.494939459074,3224.861652894463,43254.13871532315,-40029.277062428686,01/03/2013,3,March,2013
Government,France, Velo , High ,121.0,197.87207752237336,400.33589678781186,48440.64351132524,10283.32292921911,38157.32058210613,23942.521380207178,14214.79920189895,01/01/2013,1,January,2013
Enterprise,United States of America, Velo , High ,2177.0,3.4334920181540314,173.20302984717333,377062.9959772963,18126.571790522896,358936.4241867734,7474.712123521326,351461.7120632521,01/02/2013,2,February,2013
Small Business,United States of America, Velo , High ,208.0,200.68790622542213,284.8065700379177,59239.76656788688,6198.435590444733,53041.33097744215,41743.0844948878,11298.24648255435,01/05/2014,5,May,2014
Government,Germany, Velo , High ,2150.0,232.20563633962647,186.54635029096372,401074.65312557196,24981.608178101236,376093.0449474707,499242.1181301969,-123149.07318272616,01/02/2014,2,February,2014
Government,Germany, Velo , High ,1168.0,270.6818096237744,29.076640673191495,33961.51630628767,95575.85460684876,-61614.338300561096,316156.35364056856,-377770.6919411296,01/09/2013,9,September,2013
Enterprise,Canada, Velo , High ,1998.0,7.255626697626032,352.7024490425103,704699.4931869355,32729.228111952893,671970.2650749827,14496.742141856812,657473.5229331258,01/09/2014,9,September,2014
Small Business,France, Velo , High ,2077.0,200.78292277173057,385.6731256950948,801043.082068712,14415.673919359153,786627.4081493529,417026.1305968844,369601.27755246847,01/06/2014,6,June,2014
Enterprise,Mexico, VTT , High ,-194.0,84.75424592619264,21.466293039663178,-4164.460849694657,1617.2823074478515,-5781.743157142508,-16442.323709681372,10660.580552538864,01/10/2013,10,October,2013
Midmarket,Mexico, VTT , High ,2279.0,210.20260606567984,411.3769732820212,937528.1221097263,28237.75139926678,909290.3707104595,479051.73922368436,430238.6314867752,01/12/2013,12,December,2013
Government,United States of America, VTT , High ,2596.0,198.86205787589404,45.87413874143453,119089.26417276403,44099.822815184336,74989.4413575797,516245.9022458209,-441256.4608882412,01/10/2013,10,October,2013
Small Business,Mexico, VTT , High ,984.0,24.97919261280822,353.5301549806918,347873.67250100075,7251.026281601102,340622.64621939964,24579.525531003288,316043.12068839633,01/08/2013,8,August,2013
Small Business,United States of America, VTT , High ,829.0,75.14333606009913,312.18498668991197,258801.353965937,71484.42274474504,187316.93122119198,62293.82559382218,125023.1056273698,01/04/2013,4,April,2013
Midmarket,France, VTT , High ,-337.0,90.07653906644096,45.148717471009306,-15215.117787730136,1297.5126100530174,-16512.630397783152,-30355.793665390604,13843.163267607451,01/09/2014,9,September,2014
Enterprise,Canada, VTT , High ,813.0,134.8813110210485,189.04627616975102,153694.6225260076,5348.461670202458,148346.16085580512,109658.50586011243,38687.65499569269,01/10/2013,10,October,2013
Government,Germany, VTT , High ,1475.0,12.264816832959301,438.76445701752135,647177.574100844,20346.329593016024,626831.2445078279,18090.60482861497,608740.6396792129,01/01/2014,1,January,2014
Enterprise,United States of America, Amarilla , High ,1987.0,4.138512081489086,35.03810547198992,69620.71557284398,6056.785695437553,63563.92987740643,8223.223505918813,55340.70637148761,01/07/2014,7,July,2014
Government,Canada, Amarilla , High ,1727.0,1.6967130021316512,323.0826346155334,557963.7099810261,6298.89319159823,551664.8167894279,2930.223354681362,548734.5934347465,01/08/2014,8,August,2014
Small Business,United States of America, Amarilla , High ,1390.0,4.071738425738684,423.0056206888228,587977.8127574637,18806.00760209951,569171.8051553641,5659.716411776771,563512.0887435874,01/02/2013,2,February,2013
Channel Partners,Canada, Amarilla , High ,2295.0,137.18997049377577,1.7086413405679721,3921.331876603496,7402.440818835945,-3481.108942232449,314850.9822832154,-318332.09122544783,01/10/2013,10,October,2013
Government,Mexico, Amarilla , High ,1269.0,6.726879106369354,354.056260112563,449297.39408284245,9124.045174016384,440173.34890882607,8536.40958598271,431636.93932284333,01/11/2014,11,November,2014
Channel Partners,Germany, Amarilla , High ,558.0,11.486534133366575,30.378390197448116,16951.14173017605,220.4654104043143,16730.676319771734,6409.486046418549,10321.190273353184,01/09/2013,9,September,2013
Government,Canada, Amarilla , High ,1867.0,0.1123798640059972,390.5000037225855,729063.5069500671,1747.6767527345987,727315.8301973325,209.81320609919678,727106.0169912333,01/03/2014,3,March,2014
Midmarket,France, Amarilla , High ,84.0,25.465430884960107,243.73054917343256,20473.366130568334,269.68980853229004,20203.676322036044,2139.0961943366488,18064.580127699395,01/05/2013,5,May,2013
Small Business,France, Amarilla , High ,2100.0,12.318817149845888,150.6290814667029,316321.0710800761,6109.90134541101,310211.1697346651,25869.516014676363,284341.6537199887,01/03/2014,3,March,2014
Channel Partners,France, Carretera , High ,1049.0,12.610900429921038,315.958507803968,331440.47468636243,1960.3553265202077,329480.1193598422,13228.834550987169,316251.28480885504,01/01/2013,1,January,2013
Government,France, Paseo , High ,-358.0,97.03119016602551,33.004017315475906,-11815.438198940374,7253.759575745991,-19069.197774686363,-34737.166079437135,15667.968304750771,01/11/2013,11,November,2013
Channel Partners,France, Paseo , High ,157.0,2.1964958245166377,44.02130605788152,6911.345051087398,1878.8538663882646,5032.491184699134,344.84984444911214,4687.641340250021,01/06/2014,6,June,2014
Midmarket,Canada, Velo , High ,908.0,222.78842539131622,53.55744004915271,48630.15556463066,7235.868503681377,41394.28706094928,202291.89025531514,-160897.60319436586,01/01/2013,1,January,2013
